[2026-03-09 02:42:32] 删除文件: generate_synthetic.log
[2026-03-09 02:42:32] 清理完成，已删除 79 个合成数据目录。可重新运行: python generate_synthetic_500.py
[2026-03-09 02:42:49] ======== 开始生成 500 条合成数据 ========
[2026-03-09 02:42:49] 生成 500 条合成数据（单线程顺序）
[2026-03-09 02:42:49] 目标行数分布: min=6 max=134 前20个=[13, 16, 13, 23, 20, 35, 10, 12, 14, 16, 15, 16, 7, 35, 26, 32, 10, 50, 44, 60]
[2026-03-09 02:42:49] API Key 已配置，开始顺序生成...
[2026-03-09 02:43:07]   [(1/500)] meaningful_000 OK (lines=23)
[2026-03-09 06:22:20]   [(384/500)] nonsense_183 OK (lines=29, introduced_errors=6)
[2026-03-09 06:22:36]   [(385/500)] nonsense_184 OK (lines=15, introduced_errors=6)
[2026-03-09 06:22:54]   [(386/500)] nonsense_185 OK (lines=22, introduced_errors=6)
[2026-03-09 06:23:11]   [(387/500)] nonsense_186 OK (lines=12, introduced_errors=6)
[2026-03-09 06:23:29]   [(388/500)] nonsense_187 OK (lines=23, introduced_errors=7)
[2026-03-09 06:23:53]   [(389/500)] nonsense_188 OK (lines=38, introduced_errors=6)
[2026-03-09 06:24:15]   [(390/500)] nonsense_189 OK (lines=32, introduced_errors=10)
[2026-03-09 06:24:32]   [(391/500)] nonsense_190 OK (lines=13, introduced_errors=6)
[2026-03-09 06:24:51]   [(392/500)] nonsense_191 OK (lines=55, introduced_errors=6)
[2026-03-09 06:25:11]   [(393/500)] nonsense_192 OK (lines=27, introduced_errors=6)
[2026-03-09 06:25:35]   [(394/500)] nonsense_193 OK (lines=52, introduced_errors=6)
[2026-03-09 06:25:50]   [(395/500)] nonsense_194 OK (lines=10, introduced_errors=5)
[2026-03-09 06:26:05]   [(396/500)] nonsense_195 OK (lines=10, introduced_errors=6)
[2026-03-09 06:26:23]   [(397/500)] nonsense_196 OK (lines=20, introduced_errors=6)
[2026-03-09 06:26:35]     [mermaid.ink 503] attempt 1
[2026-03-09 06:26:50]   [(398/500)] nonsense_197 OK (lines=13, introduced_errors=6)
[2026-03-09 06:27:12]   [(399/500)] nonsense_198 OK (lines=58, introduced_errors=8)
[2026-03-09 06:27:36]   [(400/500)] nonsense_199 OK (lines=28, introduced_errors=8)
[2026-03-09 06:27:50]     [mermaid.ink 503] attempt 1
[2026-03-09 06:28:07]   [(401/500)] nonsense_200 OK (lines=20, introduced_errors=7)
[2026-03-09 06:28:24]   [(402/500)] nonsense_201 OK (lines=16, introduced_errors=6)
[2026-03-09 06:28:42]   [(403/500)] nonsense_202 OK (lines=24, introduced_errors=7)
[2026-03-09 06:28:58]   [(404/500)] nonsense_203 OK (lines=14, introduced_errors=6)
[2026-03-09 06:29:14]   [(405/500)] nonsense_204 OK (lines=12, introduced_errors=6)
[2026-03-09 06:29:28]   [(406/500)] nonsense_205 OK (lines=10, introduced_errors=5)
[2026-03-09 06:29:46]   [(407/500)] nonsense_206 OK (lines=12, introduced_errors=6)
[2026-03-09 06:30:07]   [(408/500)] nonsense_207 OK (lines=24, introduced_errors=6)
[2026-03-09 06:30:23]   [(409/500)] nonsense_208 OK (lines=12, introduced_errors=5)
[2026-03-09 06:30:45]   [(410/500)] nonsense_209 OK (lines=29, introduced_errors=6)
[2026-03-09 06:30:59]   [(411/500)] nonsense_210 OK (lines=11, introduced_errors=6)
[2026-03-09 06:31:12]     [mermaid.ink 503] attempt 1
[2026-03-09 06:31:29]   [(412/500)] nonsense_211 OK (lines=24, introduced_errors=5)
[2026-03-09 06:31:48]   [(413/500)] nonsense_212 OK (lines=30, introduced_errors=6)
[2026-03-09 06:32:07]   [(414/500)] nonsense_213 OK (lines=23, introduced_errors=8)
[2026-03-09 06:32:27]   [(415/500)] nonsense_214 OK (lines=16, introduced_errors=5)
[2026-03-09 06:32:49]   [(416/500)] nonsense_215 OK (lines=45, introduced_errors=6)
[2026-03-09 06:33:11]   [(417/500)] nonsense_216 OK (lines=30, introduced_errors=6)
[2026-03-09 06:33:31]   [(418/500)] nonsense_217 OK (lines=21, introduced_errors=6)
[2026-03-09 06:33:48]   [(419/500)] nonsense_218 OK (lines=15, introduced_errors=5)
[2026-03-09 06:34:04]   [(420/500)] nonsense_219 OK (lines=12, introduced_errors=6)
[2026-03-09 06:34:23]   [(421/500)] nonsense_220 OK (lines=21, introduced_errors=6)
[2026-03-09 06:34:42]   [(422/500)] nonsense_221 OK (lines=30, introduced_errors=6)
[2026-03-09 06:34:52]     [mermaid.ink 400] attempt 1
[2026-03-09 06:34:57]     [mermaid.ink 400] attempt 2
[2026-03-09 06:35:03]     [mermaid.ink 400] attempt 3
[2026-03-09 06:35:07]   [(423/500)] nonsense_222 PNG 渲染失败
[2026-03-09 06:35:34]   [(423/500)] nonsense_222 OK (lines=49, introduced_errors=6)
[2026-03-09 06:35:59]   [(424/500)] nonsense_223 OK (lines=59, introduced_errors=6)
[2026-03-09 06:36:14]   [(425/500)] nonsense_224 OK (lines=16, introduced_errors=5)
[2026-03-09 06:36:33]   [(426/500)] nonsense_225 OK (lines=23, introduced_errors=6)
[2026-03-09 06:36:44]     [mermaid.ink 400] attempt 1
[2026-03-09 06:36:49]     [mermaid.ink 400] attempt 2
[2026-03-09 06:36:55]     [mermaid.ink 400] attempt 3
[2026-03-09 06:36:59]   [(427/500)] nonsense_226 PNG 渲染失败
[2026-03-09 06:37:21]   [(427/500)] nonsense_226 OK (lines=26, introduced_errors=6)
[2026-03-09 06:37:41]   [(428/500)] nonsense_227 OK (lines=17, introduced_errors=5)
[2026-03-09 06:38:00]   [(429/500)] nonsense_228 OK (lines=22, introduced_errors=5)
[2026-03-09 06:38:10]     [mermaid.ink 400] attempt 1
[2026-03-09 06:38:15]     [mermaid.ink 400] attempt 2
[2026-03-09 06:38:21]     [mermaid.ink 400] attempt 3
[2026-03-09 06:38:25]   [(430/500)] nonsense_229 PNG 渲染失败
[2026-03-09 06:38:48]   [(430/500)] nonsense_229 OK (lines=21, introduced_errors=6)
[2026-03-09 06:39:06]   [(431/500)] nonsense_230 OK (lines=17, introduced_errors=6)
[2026-03-09 06:39:25]   [(432/500)] nonsense_231 OK (lines=20, introduced_errors=6)
[2026-03-09 06:39:36]     [mermaid.ink 400] attempt 1
[2026-03-09 06:39:42]     [mermaid.ink 400] attempt 2
[2026-03-09 06:39:48]     [mermaid.ink 400] attempt 3
[2026-03-09 06:39:52]   [(433/500)] nonsense_232 PNG 渲染失败
[2026-03-09 06:40:17]   [(433/500)] nonsense_232 OK (lines=38, introduced_errors=6)
[2026-03-09 06:40:36]   [(434/500)] nonsense_233 OK (lines=19, introduced_errors=6)
[2026-03-09 06:40:51]   [(435/500)] nonsense_234 OK (lines=9, introduced_errors=5)
[2026-03-09 06:41:06]     [mermaid.ink 503] attempt 1
[2026-03-09 06:41:26]   [(436/500)] nonsense_235 OK (lines=31, introduced_errors=6)
[2026-03-09 06:41:45]   [(437/500)] nonsense_236 OK (lines=14, introduced_errors=6)
[2026-03-09 06:41:55]     [mermaid.ink 400] attempt 1
[2026-03-09 06:42:01]     [mermaid.ink 400] attempt 2
[2026-03-09 06:42:06]     [mermaid.ink 400] attempt 3
[2026-03-09 06:42:10]   [(438/500)] nonsense_237 PNG 渲染失败
[2026-03-09 06:42:38]   [(438/500)] nonsense_237 OK (lines=64, introduced_errors=6)
[2026-03-09 06:42:56]   [(439/500)] nonsense_238 OK (lines=14, introduced_errors=6)
[2026-03-09 06:43:10]     [mermaid.ink 503] attempt 1
[2026-03-09 06:43:27]   [(440/500)] nonsense_239 OK (lines=22, introduced_errors=5)
[2026-03-09 06:43:48]   [(441/500)] nonsense_240 OK (lines=25, introduced_errors=6)
[2026-03-09 06:44:13]   [(442/500)] nonsense_241 OK (lines=41, introduced_errors=6)
[2026-03-09 06:44:34]   [(443/500)] nonsense_242 OK (lines=28, introduced_errors=6)
[2026-03-09 06:44:56]   [(444/500)] nonsense_243 OK (lines=31, introduced_errors=6)
[2026-03-09 06:45:04]     [mermaid.ink 400] attempt 1
[2026-03-09 06:45:09]     [mermaid.ink 400] attempt 2
[2026-03-09 06:45:15]     [mermaid.ink 400] attempt 3
[2026-03-09 06:45:19]   [(445/500)] nonsense_244 PNG 渲染失败
[2026-03-09 06:45:42]   [(445/500)] nonsense_244 OK (lines=19, introduced_errors=6)
[2026-03-09 06:45:56]     [mermaid.ink 503] attempt 1
[2026-03-09 06:46:13]   [(446/500)] nonsense_245 OK (lines=25, introduced_errors=7)
[2026-03-09 06:46:32]   [(447/500)] nonsense_246 OK (lines=14, introduced_errors=6)
[2026-03-09 06:46:51]   [(448/500)] nonsense_247 OK (lines=20, introduced_errors=5)
[2026-03-09 06:47:05]   [(449/500)] nonsense_248 OK (lines=10, introduced_errors=6)
[2026-03-09 06:47:15]     [mermaid.ink 400] attempt 1
[2026-03-09 06:47:20]     [mermaid.ink 400] attempt 2
[2026-03-09 06:47:26]     [mermaid.ink 400] attempt 3
[2026-03-09 06:47:30]   [(450/500)] nonsense_249 PNG 渲染失败
[2026-03-09 06:47:53]   [(450/500)] nonsense_249 OK (lines=38, introduced_errors=6)
[2026-03-09 06:48:05]     [mermaid.ink 503] attempt 1
[2026-03-09 06:48:20]   [(451/500)] nonsense_250 OK (lines=14, introduced_errors=6)
[2026-03-09 06:48:43]   [(452/500)] nonsense_251 OK (lines=31, introduced_errors=6)
[2026-03-09 06:49:03]   [(453/500)] nonsense_252 OK (lines=24, introduced_errors=6)
[2026-03-09 06:49:12]     [mermaid.ink 400] attempt 1
[2026-03-09 06:49:18]     [mermaid.ink 400] attempt 2
[2026-03-09 06:49:23]     [mermaid.ink 400] attempt 3
[2026-03-09 06:49:27]   [(454/500)] nonsense_253 PNG 渲染失败
[2026-03-09 06:49:48]   [(454/500)] nonsense_253 OK (lines=19, introduced_errors=6)
[2026-03-09 06:50:03]   [(455/500)] nonsense_254 OK (lines=10, introduced_errors=5)
[2026-03-09 06:50:21]   [(456/500)] nonsense_255 OK (lines=20, introduced_errors=5)
[2026-03-09 06:50:34]     [mermaid.ink 503] attempt 1
[2026-03-09 06:50:48]   [(457/500)] nonsense_256 OK (lines=13, introduced_errors=5)
[2026-03-09 06:51:06]   [(458/500)] nonsense_257 OK (lines=19, introduced_errors=6)
[2026-03-09 06:51:28]   [(459/500)] nonsense_258 OK (lines=20, introduced_errors=6)
[2026-03-09 06:51:48]   [(460/500)] nonsense_259 OK (lines=21, introduced_errors=6)
[2026-03-09 06:52:08]   [(461/500)] nonsense_260 OK (lines=24, introduced_errors=7)
[2026-03-09 06:52:25]   [(462/500)] nonsense_261 OK (lines=22, introduced_errors=6)
[2026-03-09 06:52:47]   [(463/500)] nonsense_262 OK (lines=41, introduced_errors=6)
[2026-03-09 06:53:06]   [(464/500)] nonsense_263 OK (lines=22, introduced_errors=6)
[2026-03-09 06:53:24]   [(465/500)] nonsense_264 OK (lines=10, introduced_errors=6)
[2026-03-09 06:53:32]     [mermaid.ink 400] attempt 1
[2026-03-09 06:53:38]     [mermaid.ink 400] attempt 2
[2026-03-09 06:53:43]     [mermaid.ink 400] attempt 3
[2026-03-09 06:53:47]   [(466/500)] nonsense_265 PNG 渲染失败
[2026-03-09 06:54:14]   [(466/500)] nonsense_265 OK (lines=34, introduced_errors=6)
[2026-03-09 06:54:32]   [(467/500)] nonsense_266 OK (lines=16, introduced_errors=6)
[2026-03-09 06:54:50]   [(468/500)] nonsense_267 OK (lines=21, introduced_errors=5)
[2026-03-09 06:55:04]     [OpenRouter 异常] ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))
[2026-03-09 06:55:18]   [(469/500)] nonsense_268 OK (lines=23, introduced_errors=6)
[2026-03-09 06:55:34]   [(470/500)] nonsense_269 OK (lines=14, introduced_errors=5)
[2026-03-09 06:55:50]   [(471/500)] nonsense_270 OK (lines=14, introduced_errors=6)
[2026-03-09 06:56:03]     [mermaid.ink 503] attempt 1
[2026-03-09 06:56:21]   [(472/500)] nonsense_271 OK (lines=19, introduced_errors=6)
[2026-03-09 06:56:38]   [(473/500)] nonsense_272 OK (lines=18, introduced_errors=6)
[2026-03-09 06:56:55]   [(474/500)] nonsense_273 OK (lines=14, introduced_errors=6)
[2026-03-09 06:57:13]   [(475/500)] nonsense_274 OK (lines=23, introduced_errors=6)
[2026-03-09 06:57:26]   [(476/500)] nonsense_275 OK (lines=9, introduced_errors=6)
[2026-03-09 06:57:43]   [(477/500)] nonsense_276 OK (lines=17, introduced_errors=5)
[2026-03-09 06:58:02]   [(478/500)] nonsense_277 OK (lines=33, introduced_errors=6)
[2026-03-09 06:58:08]     [OpenRouter 异常] ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))
[2026-03-09 06:58:26]     [mermaid.ink 503] attempt 1
[2026-03-09 06:58:52]   [(479/500)] nonsense_278 OK (lines=49, introduced_errors=7)
[2026-03-09 06:59:13]   [(480/500)] nonsense_279 OK (lines=39, introduced_errors=6)
[2026-03-09 06:59:28]   [(481/500)] nonsense_280 OK (lines=10, introduced_errors=6)
[2026-03-09 06:59:43]   [(482/500)] nonsense_281 OK (lines=9, introduced_errors=6)
[2026-03-09 07:00:03]   [(483/500)] nonsense_282 OK (lines=31, introduced_errors=6)
[2026-03-09 07:00:20]   [(484/500)] nonsense_283 OK (lines=16, introduced_errors=5)
[2026-03-09 07:00:39]   [(485/500)] nonsense_284 OK (lines=40, introduced_errors=6)
[2026-03-09 07:00:57]   [(486/500)] nonsense_285 OK (lines=20, introduced_errors=6)
[2026-03-09 07:01:13]   [(487/500)] nonsense_286 OK (lines=10, introduced_errors=6)
[2026-03-09 07:01:31]   [(488/500)] nonsense_287 OK (lines=17, introduced_errors=6)
[2026-03-09 07:01:50]   [(489/500)] nonsense_288 OK (lines=11, introduced_errors=5)
[2026-03-09 07:02:09]   [(490/500)] nonsense_289 OK (lines=34, introduced_errors=6)
[2026-03-09 07:02:24]   [(491/500)] nonsense_290 OK (lines=8, introduced_errors=5)
[2026-03-09 07:02:43]   [(492/500)] nonsense_291 OK (lines=16, introduced_errors=6)
[2026-03-09 07:03:01]   [(493/500)] nonsense_292 OK (lines=17, introduced_errors=6)
[2026-03-09 07:03:17]   [(494/500)] nonsense_293 OK (lines=11, introduced_errors=5)
[2026-03-09 07:03:34]   [(495/500)] nonsense_294 OK (lines=19, introduced_errors=6)
[2026-03-09 07:03:50]   [(496/500)] nonsense_295 OK (lines=11, introduced_errors=5)
[2026-03-09 07:04:04]     [mermaid.ink 503] attempt 1
[2026-03-09 07:04:24]   [(497/500)] nonsense_296 OK (lines=36, introduced_errors=6)
[2026-03-09 07:04:42]   [(498/500)] nonsense_297 OK (lines=15, introduced_errors=6)
[2026-03-09 07:05:00]   [(499/500)] nonsense_298 OK (lines=26, introduced_errors=6)
[2026-03-09 07:05:23]   [(500/500)] nonsense_299 OK (lines=62, introduced_errors=6)
[2026-03-09 07:05:23] 全部完成: ok=496 fail=4 metadata 已写入 E:\school\毕设\datasett\FlowSight-Dataset\dataset\synthetic_metadata.json
[2026-03-09 09:19:24] 补全 4 条缺失: ['meaningful_031', 'meaningful_193', 'nonsense_069', 'nonsense_140']
[2026-03-09 09:19:30]     [mermaid.ink 400] attempt 1
[2026-03-09 09:19:36]     [mermaid.ink 400] attempt 2
[2026-03-09 09:19:41]     [mermaid.ink 400] attempt 3
[2026-03-09 09:19:45]   [retry] meaningful_031 PNG 渲染失败
[2026-03-09 09:20:01]     [mermaid.ink 503] attempt 1
[2026-03-09 09:20:17]   [retry] meaningful_031 OK (lines=15)
[2026-03-09 09:20:36]   [retry] meaningful_193 OK (lines=25)
[2026-03-09 09:21:02]   [retry] nonsense_069 OK (lines=24)
[2026-03-09 09:21:21]   [retry] nonsense_140 OK (lines=14)
[2026-03-09 09:21:21] 补全完成: 成功 4 条, 失败 0 条, metadata 已按顺序写回。
